class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
Right,0.5413907766342163,0.5014973878860474,-0.6545358896255493,0.9999775886535645,0.5733784437179565,0.4533684551715851,-0.602188229560852,0.9999406337738037,0.5873633623123169,0.4572920799255371,-0.6020946502685547,0.9999129772186279,0.6021537780761719,0.46184322237968445,-0.6022038459777832,0.9999426603317261,0.5221889615058899,0.4444224536418915,-0.5767043828964233,0.9999445676803589,0.504138708114624,0.44183194637298584,-0.575786292552948,0.9999183416366577,0.48806875944137573,0.43961966037750244,-0.5759109258651733,0.9999535083770752,0.6282728314399719,0.49884700775146484,-0.28988778591156006,0.9999068975448608,0.46655988693237305,0.4694378674030304,-0.1496189534664154,0.9999243021011353,0.5691660046577454,0.5675550699234009,-0.5469751954078674,0.9999455213546753,0.5001412630081177,0.5561376810073853,-0.5093966126441956,0.9999489784240723,0.7571626901626587,0.7972386479377747,-0.20928075909614563,0.9988393187522888,0.31445538997650146,0.7920514345169067,-0.021842584013938904,0.9996726512908936,0.8663565516471863,1.2489808797836304,-0.34397611021995544,0.17712214589118958,0.0803871750831604,0.9689124822616577,-0.5903865098953247,0.9675551056861877,0.8807216882705688,1.5529189109802246,-0.550199031829834,0.08974996954202652,0.1902475357055664,0.6002871990203857,-1.429923415184021,0.9689520001411438,0.9213825464248657,1.6507397890090942,-0.6390100121498108,0.10617402195930481,0.1964266300201416,0.45013201236724854,-1.6194515228271484,0.9230860471725464,0.8707994222640991,1.637602686882019,-0.6572211980819702,0.16286924481391907,0.22488021850585938,0.4270482063293457,-1.5186482667922974,0.9346543550491333,0.8402928113937378,1.6095421314239502,-0.5795297622680664,0.18696589767932892,0.23637080192565918,0.4905867576599121,-1.4294593334197998,0.9327729344367981,0.6661418676376343,1.5515936613082886,-0.09951042383909225,0.000285918649751693,0.35843637585639954,1.5412508249282837,0.1051599532365799,0.0005487189628183842,0.6498240828514099,2.1772916316986084,-0.06695925444364548,0.00012760820391122252,0.3785146176815033,2.1719818115234375,0.30893030762672424,0.00016818061703816056,0.6549404263496399,2.708828926086426,0.5467469096183777,9.931161912390962e-06,0.37728404998779297,2.6994104385375977,0.8369749784469604,2.30414912039123e-06,0.665791928768158,2.785817861557007,0.5716404318809509,4.3925465433858335e-06,0.36816176772117615,2.769789695739746,0.8819876909255981,3.628354534157552e-06,0.599284291267395,2.882657527923584,-0.028874004259705544,6.704547558911145e-06,0.41944605112075806,2.8983521461486816,0.28021836280822754,1.2643632544495631e-05
Right,0.5451082587242126,0.5017402768135071,-0.6953155994415283,0.9999778866767883,0.5757986903190613,0.4534805715084076,-0.6427342295646667,0.999941885471344,0.5895929932594299,0.45736953616142273,-0.6424711346626282,0.9999150037765503,0.6047838926315308,0.4618871510028839,-0.6425613760948181,0.9999436140060425,0.5249005556106567,0.4444519579410553,-0.627152681350708,0.9999457001686096,0.5054316520690918,0.4418393075466156,-0.6262921094894409,0.9999203085899353,0.4886295199394226,0.43964818120002747,-0.6263778209686279,0.9999544620513916,0.6295757293701172,0.49726197123527527,-0.31616759300231934,0.9999093413352966,0.46654266119003296,0.4691739082336426,-0.22662019729614258,0.9999272227287292,0.5719980597496033,0.5682994723320007,-0.5793260335922241,0.9999471306800842,0.5016570687294006,0.5572206974029541,-0.5554936528205872,0.9999511241912842,0.7585791349411011,0.7972126007080078,-0.20894674956798553,0.9988898038864136,0.31357330083847046,0.7847295999526978,-0.07533611357212067,0.9996795058250427,0.8690682649612427,1.2474830150604248,-0.3058662414550781,0.18364030122756958,0.0707739070057869,0.9673586487770081,-0.5968402028083801,0.9675431251525879,0.8867608904838562,1.5553265810012817,-0.5322661399841309,0.09178625047206879,0.1899670511484146,0.596796452999115,-1.3892229795455933,0.9685275554656982,0.926969051361084,1.6545802354812622,-0.6271684765815735,0.10799902677536011,0.1987742930650711,0.4478295147418976,-1.5709097385406494,0.9211179614067078,0.8744931221008301,1.6438822746276855,-0.6491252183914185,0.16574664413928986,0.22766797244548798,0.42679738998413086,-1.4739210605621338,0.9330908060073853,0.8440960645675659,1.614313006401062,-0.5644811391830444,0.18913309276103973,0.2373369187116623,0.48916396498680115,-1.3865344524383545,0.9307664632797241,0.6610743403434753,1.5513707399368286,-0.09029532968997955,0.00031834820401854813,0.3544451594352722,1.54075288772583,0.09593479335308075,0.0005934092332608998,0.6412766575813293,2.1777656078338623,-0.06578484922647476,0.0001417316816514358,0.3707856237888336,2.1718552112579346,0.2199959009885788,0.00017128860054071993,0.6287780404090881,2.7162868976593018,0.5457653999328613,1.0062769433716312e-05,0.35633260011672974,2.704389810562134,0.7076848149299622,2.2417891614168184e-06,0.6349266767501831,2.7940468788146973,0.5706342458724976,4.588821411743993e-06,0.3458364009857178,2.7793684005737305,0.746354877948761,3.537712245815783e-06,0.5735247135162354,2.895416259765625,-0.026874426752328873,6.717433279845864e-06,0.3887499272823334,2.900700807571411,0.13435101509094238,1.220510239363648e-05
Right,0.546721339225769,0.5017215609550476,-0.6529187560081482,0.9999776482582092,0.5773588418960571,0.4533935785293579,-0.604620635509491,0.9999417662620544,0.5912259817123413,0.4572255313396454,-0.6043480634689331,0.9999151825904846,0.6066712737083435,0.4616575539112091,-0.6045172810554504,0.9999436140060425,0.5260507464408875,0.4444524347782135,-0.5851815938949585,0.9999454021453857,0.5059270262718201,0.44187384843826294,-0.5844292044639587,0.9999201893806458,0.4888002276420593,0.43981513381004333,-0.584575355052948,0.999954342842102,0.6311486959457397,0.49526113271713257,-0.2954719662666321,0.9999107718467712,0.466742604970932,0.46909141540527344,-0.19416123628616333,0.9999285340309143,0.5741227865219116,0.568287193775177,-0.5433746576309204,0.9999479651451111,0.5026453137397766,0.5576615929603577,-0.5148278474807739,0.9999523758888245,0.762428343296051,0.7970725893974304,-0.20148515701293945,0.9989436268806458,0.3146228492259979,0.7807404398918152,-0.027729516848921776,0.9996907114982605,0.8734496831893921,1.2369771003723145,-0.28940722346305847,0.2000885307788849,0.06619221717119217,0.9571201801300049,-0.5439381003379822,0.9691234827041626,0.8977144360542297,1.5526020526885986,-0.48394083976745605,0.0951709970831871,0.19038552045822144,0.5789042115211487,-1.3028342723846436,0.9685172438621521,0.9387446641921997,1.6537548303604126,-0.5750969052314758,0.1096409484744072,0.20031265914440155,0.4346471428871155,-1.4801433086395264,0.9188746213912964,0.8871142268180847,1.643438696861267,-0.6028945446014404,0.16762547194957733,0.22912177443504333,0.4181492030620575,-1.37701416015625,0.9308391213417053,0.8569790124893188,1.6133407354354858,-0.5169481039047241,0.19081754982471466,0.23844251036643982,0.47644832730293274,-1.298900842666626,0.9286571741104126,0.6610801219940186,1.5510857105255127,-0.09160240739583969,0.00037822345620952547,0.354481965303421,1.540732502937317,0.09709031879901886,0.0007071990985423326,0.6425235867500305,2.178122043609619,-0.08819933235645294,0.0001538429787615314,0.3718717098236084,2.1718385219573975,0.18763750791549683,0.00018512073438614607,0.6314192414283752,2.7226195335388184,0.4923821985721588,1.0108654350915458e-05,0.35737860202789307,2.709813117980957,0.6232215166091919,2.3121190224628663e-06,0.6386432647705078,2.8002631664276123,0.5144683718681335,4.746884314954514e-06,0.3473518490791321,2.7872025966644287,0.6570395231246948,3.6977753552491777e-06,0.5759819746017456,2.9053049087524414,-0.07103482633829117,6.616066002607113e-06,0.39219003915786743,2.9036765098571777,0.05251536890864372,1.1999575690424535e-05
Right,0.5474275350570679,0.5017157196998596,-0.6556816697120667,0.9999781250953674,0.5780274271965027,0.4533239006996155,-0.606042742729187,0.9999434351921082,0.5919619798660278,0.4571455717086792,-0.6057568788528442,0.9999178647994995,0.6074873208999634,0.46155649423599243,-0.6059467196464539,0.9999452829360962,0.5264729857444763,0.444325715303421,-0.5878881812095642,0.9999468922615051,0.5061365962028503,0.44172921776771545,-0.5871793031692505,0.9999226331710815,0.48884105682373047,0.43966981768608093,-0.5873152017593384,0.9999556541442871,0.6320834159851074,0.4938211441040039,-0.29368627071380615,0.9999142289161682,0.4668315052986145,0.4680396318435669,-0.18881753087043762,0.9999315738677979,0.5751094818115234,0.5682886838912964,-0.5438700914382935,0.9999503493309021,0.5028764009475708,0.5576823949813843,-0.5168995261192322,0.9999547004699707,0.7649785876274109,0.7972002625465393,-0.19676409661769867,0.999005913734436,0.3165337145328522,0.777714192867279,-0.04296557977795601,0.999706506729126,0.8743225336074829,1.237255334854126,-0.29430052638053894,0.21779143810272217,0.065823994576931,0.9508256912231445,-0.57215416431427,0.9709159135818481,0.8971246480941772,1.5592339038848877,-0.4962899684906006,0.10016433894634247,0.1960529088973999,0.5658533573150635,-1.3316972255706787,0.9690659642219543,0.9379034042358398,1.664310097694397,-0.5858862996101379,0.11290265619754791,0.21096937358379364,0.4240185618400574,-1.5132882595062256,0.9181632995605469,0.886285126209259,1.6549417972564697,-0.6055586934089661,0.17187556624412537,0.23868796229362488,0.410127729177475,-1.4117296934127808,0.9299831390380859,0.8560798764228821,1.6228861808776855,-0.5277978181838989,0.19460701942443848,0.24637392163276672,0.46916764974594116,-1.3315529823303223,0.9277051687240601,0.6611457467079163,1.5522493124008179,-0.08987832814455032,0.0005102696013636887,0.3548721671104431,1.5422518253326416,0.0952199250459671,0.0009678428177721798,0.6438615322113037,2.181417942047119,-0.07495926320552826,0.00017706089420244098,0.374342143535614,2.174084186553955,0.215124249458313,0.00020771245181094855,0.6332883238792419,2.7294344902038574,0.4977056384086609,1.1648006875475403e-05,0.35854247212409973,2.718524694442749,0.6936144232749939,2.554450247771456e-06,0.6409656405448914,2.8068172931671143,0.5210973620414734,5.885466180188814e-06,0.3482741713523865,2.7962682247161865,0.7326894402503967,4.267714302841341e-06,0.5778422951698303,2.913689374923706,-0.060310207307338715,7.0364972089009825e-06,0.39388543367385864,2.914008617401123,0.12863171100616455,1.2531211723398883e-05
Right,0.5481464862823486,0.5017182230949402,-0.6564261317253113,0.9999758005142212,0.5784996747970581,0.45316046476364136,-0.6071935892105103,0.999938428401947,0.5924924612045288,0.4570106267929077,-0.6069082021713257,0.9999115467071533,0.6080082654953003,0.46142634749412537,-0.6071181893348694,0.9999403953552246,0.5268805623054504,0.4442104697227478,-0.5891444087028503,0.9999421238899231,0.5064732432365417,0.44169139862060547,-0.5884758830070496,0.9999171495437622,0.48902493715286255,0.4396683871746063,-0.5886289477348328,0.9999521970748901,0.6327327489852905,0.49278461933135986,-0.29503491520881653,0.9999085664749146,0.46690744161605835,0.46779924631118774,-0.18950651586055756,0.9999293684959412,0.5761284828186035,0.5685093402862549,-0.5444129705429077,0.9999484419822693,0.5036102533340454,0.5584481954574585,-0.5179392695426941,0.9999539256095886,0.7663860321044922,0.7978207468986511,-0.19560754299163818,0.9990289211273193,0.3171461224555969,0.7748324871063232,-0.04659149423241615,0.9997134208679199,0.8757297396659851,1.237414002418518,-0.2920335531234741,0.22881990671157837,0.06493423879146576,0.945624589920044,-0.5734554529190063,0.972200870513916,0.8981127738952637,1.559799075126648,-0.5009971261024475,0.10073686391115189,0.1966996192932129,0.5639965534210205,-1.3261617422103882,0.9689153432846069,0.9381290674209595,1.6645904779434204,-0.5914652347564697,0.11228056252002716,0.21203474700450897,0.42026275396347046,-1.5040888786315918,0.9154207706451416,0.8867481350898743,1.654931664466858,-0.6135183572769165,0.17055316269397736,0.23907247185707092,0.4061765670776367,-1.4025198221206665,0.9272533059120178,0.8569351434707642,1.6228808164596558,-0.5328609943389893,0.19273243844509125,0.24688391387462616,0.4644966721534729,-1.3224009275436401,0.925017774105072,0.6610039472579956,1.5532755851745605,-0.08734920620918274,0.0005936388042755425,0.35478222370147705,1.542818546295166,0.09248664230108261,0.0011318528559058905,0.6435960531234741,2.1846678256988525,-0.0547344796359539,0.00019896253070328385,0.37395092844963074,2.174799919128418,0.16898484528064728,0.00022416147112380713,0.6314014196395874,2.7352309226989746,0.5388284921646118,1.2737295037368312e-05,0.3590908646583557,2.7212722301483154,0.6280145645141602,2.7206649519939674e-06,0.6386727094650269,2.8129377365112305,0.5646737217903137,6.617845883738482e-06,0.34874919056892395,2.798835039138794,0.664189875125885,4.577485924528446e-06,0.5772433876991272,2.9191880226135254,-0.00015039194840937853,7.302055109903449e-06,0.39514800906181335,2.9168941974639893,0.05724666640162468,1.275827526114881e-05
Right,0.5482947826385498,0.5014492273330688,-0.6856727004051208,0.9999740123748779,0.5786508321762085,0.4520723223686218,-0.63409823179245,0.99993497133255,0.5926288962364197,0.45611506700515747,-0.6339212656021118,0.9999067187309265,0.6080873608589172,0.46065667271614075,-0.6341034173965454,0.9999368190765381,0.5272368788719177,0.44283634424209595,-0.619718074798584,0.9999383687973022,0.506761372089386,0.4404279291629791,-0.6189237236976624,0.9999120831489563,0.4891331195831299,0.4385437071323395,-0.619078516960144,0.9999491572380066,0.6329382658004761,0.49132809042930603,-0.3116353154182434,0.9999049305915833,0.46687325835227966,0.46656230092048645,-0.22334930300712585,0.9999269843101501,0.5762723088264465,0.5685083866119385,-0.5694581866264343,0.9999465346336365,0.5036030411720276,0.5584833025932312,-0.5478357672691345,0.9999526739120483,0.766970694065094,0.797877848148346,-0.20673222839832306,0.9990448355674744,0.31528422236442566,0.7739982604980469,-0.07488749921321869,0.9997062683105469,0.8759270906448364,1.2368301153182983,-0.2958073318004608,0.2317853420972824,0.061090659350156784,0.9433299899101257,-0.6075307130813599,0.972511887550354,0.8966926336288452,1.5596792697906494,-0.5045022964477539,0.1006588414311409,0.19594328105449677,0.5623624324798584,-1.360565423965454,0.9687626957893372,0.9344889521598816,1.6642855405807495,-0.5954509973526001,0.11178053170442581,0.21192975342273712,0.4193187355995178,-1.531733751296997,0.9144660234451294,0.8821307420730591,1.654478669166565,-0.6169033646583557,0.1698741912841797,0.23872718214988708,0.4053382873535156,-1.435945749282837,0.9264248609542847,0.8531699180603027,1.6226675510406494,-0.5356191992759705,0.1917208731174469,0.24679163098335266,0.4617052376270294,-1.3560434579849243,0.924017071723938,0.6610435843467712,1.5525587797164917,-0.08682264387607574,0.0005897087976336479,0.3545798063278198,1.5425950288772583,0.09203821420669556,0.0011133645894005895,0.6437127590179443,2.1846346855163574,-0.05543069168925285,0.00020418794883880764,0.3739987909793854,2.1745593547821045,0.177590474486351,0.0002265440853079781,0.6317871809005737,2.7345380783081055,0.5576876401901245,1.2327893273322843e-05,0.3600071370601654,2.720710515975952,0.6488655209541321,2.665386546141235e-06,0.6382969617843628,2.8121376037597656,0.5849536061286926,6.414129984477768e-06,0.3497474491596222,2.7978005409240723,0.6868270635604858,4.464630819711601e-06,0.5780888795852661,2.9183754920959473,0.008253642357885838,7.140722573240055e-06,0.39641255140304565,2.916470527648926,0.07782822102308273,1.2412492651492357e-05
Right,0.5482773780822754,0.5035418272018433,-0.6925337314605713,0.9999739527702332,0.5787538290023804,0.45371192693710327,-0.6422146558761597,0.9999353289604187,0.5928378105163574,0.4573341906070709,-0.6419969797134399,0.9999075531959534,0.608339786529541,0.46148988604545593,-0.6421732902526855,0.9999371767044067,0.5271727442741394,0.4452347159385681,-0.6255128979682922,0.9999383091926575,0.5067040920257568,0.44299522042274475,-0.624739408493042,0.9999123215675354,0.4890317916870117,0.4411153197288513,-0.6248699426651001,0.9999489784240723,0.6335216760635376,0.4913352131843567,-0.3204176127910614,0.9999065399169922,0.4668850898742676,0.46680164337158203,-0.22324416041374207,0.9999282360076904,0.5764492154121399,0.5708591341972351,-0.5761340260505676,0.9999472498893738,0.5035642385482788,0.5611230731010437,-0.5518037676811218,0.99995356798172,0.7688227295875549,0.7997848987579346,-0.20963509380817413,0.9990823864936829,0.3151707351207733,0.7736358642578125,-0.07324926555156708,0.9997109770774841,0.8776265978813171,1.2411893606185913,-0.29712197184562683,0.24051880836486816,0.056557100266218185,0.9269525408744812,-0.6067383289337158,0.9731330275535583,0.89654141664505,1.5761603116989136,-0.49387699365615845,0.10034549981355667,0.19539502263069153,0.5374588370323181,-1.3233165740966797,0.9678204655647278,0.9331713914871216,1.6845428943634033,-0.5849304795265198,0.11071199178695679,0.21216388046741486,0.4105633795261383,-1.495856761932373,0.9105436205863953,0.8798415064811707,1.6753756999969482,-0.6067286133766174,0.16842931509017944,0.2384680211544037,0.3910166919231415,-1.391451120376587,0.9227830171585083,0.8516375422477722,1.6415053606033325,-0.5244317650794983,0.18963593244552612,0.24673104286193848,0.44460538029670715,-1.316866397857666,0.9203168749809265,0.660997211933136,1.552698016166687,-0.08615899831056595,0.0006347435410134494,0.3543713092803955,1.5426005125045776,0.09137585014104843,0.0011938521638512611,0.6437808871269226,2.1858551502227783,-0.029123257845640182,0.00021427619503811002,0.3740362524986267,2.1746482849121094,0.1594298630952835,0.00022968182747717947,0.630365252494812,2.735872983932495,0.6140207648277283,1.2281623639864847e-05,0.3599385619163513,2.7226297855377197,0.6024214625358582,2.6470042939763516e-06,0.6365525722503662,2.8135721683502197,0.6456114649772644,6.545780706801452e-06,0.3496902585029602,2.8011796474456787,0.6375378966331482,4.418792741489597e-06,0.5760013461112976,2.921497344970703,0.07979252934455872,7.107465080480324e-06,0.39557620882987976,2.918240547180176,0.031249934807419777,1.2178639735793695e-05
Right,0.5480679869651794,0.506758451461792,-0.6895479559898376,0.9999731779098511,0.5787555575370789,0.4565272331237793,-0.6394941210746765,0.9999332427978516,0.5929074287414551,0.4597729742527008,-0.6392736434936523,0.9999043345451355,0.6084141731262207,0.4634998142719269,-0.6394292116165161,0.9999349117279053,0.5269265174865723,0.44878891110420227,-0.6212278008460999,0.9999365210533142,0.5065399408340454,0.4466409683227539,-0.6204372644424438,0.9999099373817444,0.4887995719909668,0.4445967674255371,-0.6205648183822632,0.9999476671218872,0.6339830160140991,0.4917292892932892,-0.3237086534500122,0.9999036192893982,0.4668734073638916,0.46717512607574463,-0.2169303447008133,0.9999275803565979,0.5764482617378235,0.5740567445755005,-0.5746925473213196,0.9999468326568604,0.5035117864608765,0.5647383332252502,-0.5486577153205872,0.9999539256095886,0.7698803544044495,0.7998165488243103,-0.21690046787261963,0.9991175532341003,0.31512755155563354,0.7730737924575806,-0.04137902706861496,0.9997228980064392,0.8813713788986206,1.2367496490478516,-0.29693883657455444,0.2586575150489807,0.05267750099301338,0.9169036149978638,-0.5297116637229919,0.9747527837753296,0.8973603248596191,1.5750758647918701,-0.47147512435913086,0.10224346816539764,0.1914980113506317,0.5320751070976257,-1.1968251466751099,0.9676942825317383,0.933154284954071,1.6825766563415527,-0.5536149144172668,0.11053185164928436,0.21211084723472595,0.40908321738243103,-1.3637727499008179,0.9065830111503601,0.8805240392684937,1.6732152700424194,-0.5802001953125,0.16748638451099396,0.23791010677814484,0.38636934757232666,-1.246475100517273,0.9187652468681335,0.8526921272277832,1.63983154296875,-0.5019992589950562,0.1882794350385666,0.24517877399921417,0.4395056366920471,-1.1871267557144165,0.9165484309196472,0.6624223589897156,1.553148865699768,-0.0895983949303627,0.0006830054335296154,0.3558664917945862,1.5437003374099731,0.09453915059566498,0.001298890565522015,0.6442251205444336,2.186450481414795,-0.034199830144643784,0.00022731348872184753,0.3740733861923218,2.1751368045806885,0.16435936093330383,0.00024173436395358294,0.6307119131088257,2.737185478210449,0.5939640402793884,1.2826345482608303e-05,0.3586377203464508,2.725299596786499,0.5993673205375671,2.8784884307242464e-06,0.6369543075561523,2.815056562423706,0.625505805015564,6.9469983827730175e-06,0.34842437505722046,2.8045969009399414,0.6332957744598389,4.763012839248404e-06,0.5765367746353149,2.9234347343444824,0.06963730603456497,7.482299224648159e-06,0.39353513717651367,2.9194459915161133,0.024959035217761993,1.3010377188038547e-05
Right,0.548485517501831,0.5110927820205688,-0.7224459648132324,0.9999724626541138,0.5794135332107544,0.4596030116081238,-0.6739911437034607,0.9999324679374695,0.5934594869613647,0.462455689907074,-0.6737738847732544,0.9999027848243713,0.6088331937789917,0.4658946990966797,-0.6740342974662781,0.9999336004257202,0.5272936224937439,0.4516601264476776,-0.6562589406967163,0.9999361038208008,0.5068777799606323,0.4491083323955536,-0.6555362939834595,0.9999094605445862,0.48906341195106506,0.4467560648918152,-0.6556903123855591,0.9999473094940186,0.6339842081069946,0.49215811491012573,-0.33989217877388,0.9999024868011475,0.46688324213027954,0.4671725630760193,-0.23807835578918457,0.999928891658783,0.5765694379806519,0.5775234699249268,-0.5999477505683899,0.9999476075172424,0.5035945177078247,0.5682097673416138,-0.5741950273513794,0.9999552369117737,0.7696783542633057,0.8008599877357483,-0.2233176976442337,0.9991553425788879,0.3151547908782959,0.7671855688095093,-0.07328756898641586,0.9997361898422241,0.8812297582626343,1.2340975999832153,-0.2981414198875427,0.276580810546875,0.0379607155919075,0.8866071701049805,-0.6446331739425659,0.9766303896903992,0.8990130424499512,1.5745848417282104,-0.4637943208217621,0.10709424316883087,0.18080799281597137,0.5136634707450867,-1.3646471500396729,0.9689066410064697,0.935592532157898,1.6813870668411255,-0.5448282957077026,0.11211930215358734,0.20495422184467316,0.3909653127193451,-1.534132957458496,0.9069932699203491,0.8839770555496216,1.6715675592422485,-0.5711749792098999,0.16897669434547424,0.236292764544487,0.3689066469669342,-1.4124729633331299,0.9186233878135681,0.8559425473213196,1.6385763883590698,-0.49360910058021545,0.189471036195755,0.24256642162799835,0.42288514971733093,-1.3495838642120361,0.9164816737174988,0.6623930335044861,1.5533474683761597,-0.08973640948534012,0.0008179301512427628,0.35584557056427,1.5440655946731567,0.09461554139852524,0.001588101964443922,0.6452926397323608,2.1867423057556152,-0.03966650366783142,0.00024770680465735495,0.37403473258018494,2.175468683242798,0.1940194070339203,0.00026105737197212875,0.6322304010391235,2.7379612922668457,0.5626108050346375,1.4050253412278835e-05,0.3587634861469269,2.726301431655884,0.6525934338569641,3.2031357477535494e-06,0.6382918357849121,2.8155698776245117,0.5918697118759155,7.774777259328403e-06,0.3486073613166809,2.8049988746643066,0.6913941502571106,5.349947969079949e-06,0.5782358646392822,2.9257161617279053,0.02401050552725792,7.85395604907535e-06,0.3944581151008606,2.9220378398895264,0.0809803456068039,1.3792347090202384e-05
Right,0.5498800873756409,0.5163318514823914,-0.7594073414802551,0.9999695420265198,0.5807431936264038,0.4626922607421875,-0.7097698450088501,0.9999268054962158,0.5945037603378296,0.4652520418167114,-0.7096757888793945,0.9998952746391296,0.6096526384353638,0.46853742003440857,-0.7100355625152588,0.9999263286590576,0.5289165377616882,0.4546070098876953,-0.6987134218215942,0.9999311566352844,0.5082142949104309,0.45154449343681335,-0.698017954826355,0.9999046325683594,0.4901520609855652,0.44889673590660095,-0.6981744170188904,0.9999436140060425,0.6339675188064575,0.4928306043148041,-0.3598254323005676,0.9998962879180908,0.4668883681297302,0.46716946363449097,-0.29028552770614624,0.9999282360076904,0.5768170952796936,0.5818235278129578,-0.6286458373069763,0.999945878982544,0.5044000148773193,0.572921633720398,-0.6117222905158997,0.9999548196792603,0.7696306705474854,0.8026939630508423,-0.2270922213792801,0.9991791248321533,0.31292426586151123,0.765609860420227,-0.13476215302944183,0.9997439980506897,0.8800965547561646,1.2295358180999756,-0.29686200618743896,0.28536462783813477,0.02844182215631008,0.8821924328804016,-0.7282344102859497,0.9782233834266663,0.898886501789093,1.5728552341461182,-0.4706035554409027,0.10844875127077103,0.16348549723625183,0.5111865997314453,-1.4922525882720947,0.9704346656799316,0.9351321458816528,1.68032705783844,-0.554354190826416,0.11159798502922058,0.18937942385673523,0.384274959564209,-1.6682974100112915,0.9095181226730347,0.8838545083999634,1.670532464981079,-0.5799276232719421,0.16803623735904694,0.22483102977275848,0.3581763505935669,-1.5688891410827637,0.9207046627998352,0.8557848930358887,1.6380198001861572,-0.5008389353752136,0.18823228776454926,0.23044097423553467,0.4082118272781372,-1.4841173887252808,0.9185107350349426,0.6608997583389282,1.553303599357605,-0.08623246103525162,0.0009530576644465327,0.3549046814441681,1.544098973274231,0.09090548008680344,0.0018407199531793594,0.6462968587875366,2.1867306232452393,-0.05483102798461914,0.0002921278355643153,0.37421101331710815,2.175602436065674,0.13776488602161407,0.0002980163844767958,0.6343989968299866,2.738558769226074,0.5383788347244263,1.559072916279547e-05,0.36287999153137207,2.7268483638763428,0.516693651676178,3.6029362036060775e-06,0.6398991346359253,2.8162589073181152,0.5670261979103088,8.906207767722663e-06,0.35291534662246704,2.80550217628479,0.5460358262062073,6.0709471654263325e-06,0.581556499004364,2.9274985790252686,0.0023235322441905737,8.153486305673141e-06,0.3992120325565338,2.9229066371917725,-0.059026021510362625,1.4283910786616616e-05
